,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
148,0.0009980916976928711,2.8348370092842162e-05,0.0003547191619873047,1.4721377143866745e-05,0.07,0,0.15,linear,"{'C': 0.07, 'degree': 0, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
106,0.00105593204498291,4.182563889191184e-05,0.00036568641662597655,1.1188311010984499e-05,0.05,1,0.1,linear,"{'C': 0.05, 'degree': 1, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
150,0.0010002374649047852,3.612730696989746e-05,0.0003717899322509766,3.552408026252065e-05,0.07,0,0.2,linear,"{'C': 0.07, 'degree': 0, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
104,0.0010670900344848632,4.8408137472985416e-05,0.00035998821258544924,9.773097169148944e-06,0.05,1,0.05,linear,"{'C': 0.05, 'degree': 1, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
152,0.0010096073150634766,4.797621659668846e-05,0.0003534555435180664,1.1091590024406048e-05,0.07,1,0.05,linear,"{'C': 0.07, 'degree': 1, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
102,0.0010514020919799804,3.3256178533185714e-05,0.00036089420318603517,1.4047710893642768e-05,0.05,0,0.2,linear,"{'C': 0.05, 'degree': 0, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
154,0.0010013818740844727,3.47154890004913e-05,0.0003542184829711914,1.728659658190288e-05,0.07,1,0.1,linear,"{'C': 0.07, 'degree': 1, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
100,0.0010512113571166993,4.0387495063275806e-05,0.0003597736358642578,8.34805555344181e-06,0.05,0,0.15,linear,"{'C': 0.05, 'degree': 0, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
66,0.0010367631912231445,2.911700013930608e-05,0.0003544807434082031,1.209362819802662e-05,0.03,2,0.1,linear,"{'C': 0.03, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
132,0.0010464906692504883,3.4413646920194427e-05,0.0003519296646118164,1.3019684748511653e-05,0.05,4,0.15,linear,"{'C': 0.05, 'degree': 4, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
182,0.0009948015213012695,2.9738596494978816e-05,0.0003558158874511719,1.5402725950110998e-05,0.07,4,0.2,linear,"{'C': 0.07, 'degree': 4, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
63,0.0010153293609619141,1.17684144832355e-05,0.0003612041473388672,1.5658129972331852e-05,0.03,1,0.2,poly,"{'C': 0.03, 'degree': 1, 'gamma': 0.2, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
30,0.0009940385818481446,1.9786745568179975e-05,0.00035440921783447266,1.1619695807082655e-05,0.01,3,0.2,linear,"{'C': 0.01, 'degree': 3, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
210,0.0011661291122436524,8.581415984163322e-05,0.00041496753692626953,4.253019249592829e-05,0.1,2,0.1,linear,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
28,0.0011076927185058594,0.00019436034065344962,0.00039441585540771483,5.999836110610842e-05,0.01,3,0.15,linear,"{'C': 0.01, 'degree': 3, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
212,0.0010603666305541992,5.4034429553954375e-05,0.00038216114044189455,2.8322772513852174e-05,0.1,2,0.15,linear,"{'C': 0.1, 'degree': 2, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
26,0.0009863853454589843,8.28297849980554e-06,0.00035176277160644533,1.846419136318557e-05,0.01,3,0.1,linear,"{'C': 0.01, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
214,0.001128411293029785,0.00011555327045290764,0.00039927959442138673,3.830505191382309e-05,0.1,2,0.2,linear,"{'C': 0.1, 'degree': 2, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
24,0.0009841680526733398,8.541543166996142e-06,0.0003512144088745117,1.3979727821068457e-05,0.01,3,0.05,linear,"{'C': 0.01, 'degree': 3, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
216,0.0010747432708740235,5.781744435128048e-05,0.0003762960433959961,1.9472551920256743e-05,0.1,3,0.05,linear,"{'C': 0.1, 'degree': 3, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
22,0.000989246368408203,1.077156037173477e-05,0.0003490447998046875,1.366078124120406e-05,0.01,2,0.2,linear,"{'C': 0.01, 'degree': 2, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
218,0.0010602474212646484,6.21646441945353e-05,0.00036869049072265627,2.017173355530432e-05,0.1,3,0.1,linear,"{'C': 0.1, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
20,0.0009953975677490234,3.357150330916107e-05,0.00035979747772216795,1.5871748830272432e-05,0.01,2,0.15,linear,"{'C': 0.01, 'degree': 2, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
220,0.0010526657104492187,5.372325579178403e-05,0.00037446022033691404,1.6363297770886665e-05,0.1,3,0.15,linear,"{'C': 0.1, 'degree': 3, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
18,0.0009891748428344726,1.292371653993245e-05,0.0003572702407836914,1.5403851504728545e-05,0.01,2,0.1,linear,"{'C': 0.01, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
222,0.0010585784912109375,5.569898901432265e-05,0.000379180908203125,1.9993981624910852e-05,0.1,3,0.2,linear,"{'C': 0.1, 'degree': 3, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
16,0.0010125875473022462,3.5302127853885135e-05,0.00036172866821289064,1.9778340834851495e-05,0.01,2,0.05,linear,"{'C': 0.01, 'degree': 2, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
14,0.0010146379470825195,3.662827199132866e-05,0.0003561973571777344,1.5636333112469412e-05,0.01,1,0.2,linear,"{'C': 0.01, 'degree': 1, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
224,0.001019430160522461,5.521105114671692e-05,0.00036175251007080077,3.392639414348577e-05,0.1,4,0.05,linear,"{'C': 0.1, 'degree': 4, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
12,0.0010099411010742188,2.8661641974817583e-05,0.00035848617553710935,1.5947405109296293e-05,0.01,1,0.15,linear,"{'C': 0.01, 'degree': 1, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
226,0.0010131359100341796,5.581125846805051e-05,0.00035173892974853515,1.5468221846841406e-05,0.1,4,0.1,linear,"{'C': 0.1, 'degree': 4, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
