,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
10,0.000995469093322754,1.0485566708326427e-05,0.00036318302154541015,1.9363067694874853e-05,0.01,1,0.1,linear,"{'C': 0.01, 'degree': 1, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
228,0.0010664939880371093,9.115062513919936e-05,0.00038082599639892577,3.791710769071514e-05,0.1,4,0.15,linear,"{'C': 0.1, 'degree': 4, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
8,0.0009975671768188477,1.2954907400377166e-05,0.0003601789474487305,1.3952295175522618e-05,0.01,1,0.05,linear,"{'C': 0.01, 'degree': 1, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
230,0.001020956039428711,5.365305933055927e-05,0.0003622531890869141,1.4992036283053391e-05,0.1,4,0.2,linear,"{'C': 0.1, 'degree': 4, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
6,0.0010271787643432618,4.8813786347804276e-05,0.0003924846649169922,7.346897045496667e-05,0.01,0,0.2,linear,"{'C': 0.01, 'degree': 0, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
232,0.0010169267654418946,6.697135448491102e-05,0.0003595590591430664,2.4313891160740368e-05,0.1,5,0.05,linear,"{'C': 0.1, 'degree': 5, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
4,0.0010201215744018554,2.0000761093649386e-05,0.00036704540252685547,1.7953805534288293e-05,0.01,0,0.15,linear,"{'C': 0.01, 'degree': 0, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
234,0.0010088682174682617,5.8343052877593065e-05,0.00035369396209716797,1.1152919408036765e-05,0.1,5,0.1,linear,"{'C': 0.1, 'degree': 5, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
2,0.001003265380859375,1.4525543092344161e-05,0.0003538370132446289,1.4797882755424915e-05,0.01,0,0.1,linear,"{'C': 0.01, 'degree': 0, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
236,0.0010120153427124023,6.0449717792703215e-05,0.0003579854965209961,1.599760240054968e-05,0.1,5,0.15,linear,"{'C': 0.1, 'degree': 5, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
208,0.0010743141174316406,8.900673611883641e-05,0.0003914833068847656,2.4252689768437996e-05,0.1,2,0.05,linear,"{'C': 0.1, 'degree': 2, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
64,0.0010409593582153321,2.4373201452711495e-05,0.00035877227783203124,1.629946309958982e-05,0.03,2,0.05,linear,"{'C': 0.03, 'degree': 2, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
32,0.0009918928146362305,1.3128639804028849e-05,0.00035631656646728516,1.4457782056937582e-05,0.01,4,0.05,linear,"{'C': 0.01, 'degree': 4, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
34,0.000998544692993164,3.641859209056148e-05,0.00035729408264160154,1.6369202227440138e-05,0.01,4,0.1,linear,"{'C': 0.01, 'degree': 4, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
62,0.0010458469390869141,3.702636695412773e-05,0.00035982131958007814,1.0387391585226358e-05,0.03,1,0.2,linear,"{'C': 0.03, 'degree': 1, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
184,0.0012116193771362304,0.00011458777154668782,0.00043025016784667967,5.154554541449073e-05,0.07,5,0.05,linear,"{'C': 0.07, 'degree': 5, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
60,0.0010338306427001953,2.657651804996474e-05,0.00035858154296875,1.470290862134608e-05,0.03,1,0.15,linear,"{'C': 0.03, 'degree': 1, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
186,0.0010477542877197266,3.574437621203319e-05,0.0003748416900634766,2.126896852791239e-05,0.07,5,0.1,linear,"{'C': 0.07, 'degree': 5, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
58,0.0010341405868530273,2.772598963927106e-05,0.000354313850402832,1.2174974945729477e-05,0.03,1,0.1,linear,"{'C': 0.03, 'degree': 1, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
188,0.001036858558654785,4.6393394627046604e-05,0.00037317276000976564,2.5657162575126872e-05,0.07,5,0.15,linear,"{'C': 0.07, 'degree': 5, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
56,0.001081562042236328,8.11746604189567e-05,0.0003619670867919922,1.8804803508580785e-05,0.03,1,0.05,linear,"{'C': 0.03, 'degree': 1, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
190,0.001069045066833496,5.6513496989389535e-05,0.00037686824798583985,1.5754056743082037e-05,0.07,5,0.2,linear,"{'C': 0.07, 'degree': 5, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
54,0.0010858297348022461,6.623112355371646e-05,0.0004216909408569336,9.054841646395994e-05,0.03,0,0.2,linear,"{'C': 0.03, 'degree': 0, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
192,0.0010694265365600586,7.832434977197164e-05,0.00039560794830322265,2.726137918932505e-05,0.1,0,0.05,linear,"{'C': 0.1, 'degree': 0, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
52,0.001030707359313965,2.870612167753225e-05,0.00035042762756347655,1.4232131429685745e-05,0.03,0,0.15,linear,"{'C': 0.03, 'degree': 0, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
194,0.0011621475219726562,0.00011047902262037612,0.00042173862457275393,3.911786310974956e-05,0.1,0,0.1,linear,"{'C': 0.1, 'degree': 0, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
50,0.0010362863540649414,3.2653119581854524e-05,0.0003519535064697266,1.2257497746119854e-05,0.03,0,0.1,linear,"{'C': 0.03, 'degree': 0, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
207,0.0011127233505249024,7.459739396301257e-05,0.00044832229614257815,0.00010233647533438709,0.1,1,0.2,poly,"{'C': 0.1, 'degree': 1, 'gamma': 0.2, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
130,0.0010798215866088868,8.185958433997848e-05,0.00042259693145751953,0.00010241121520935653,0.05,4,0.1,linear,"{'C': 0.05, 'degree': 4, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
48,0.0010358333587646485,2.8820102535051486e-05,0.0003548860549926758,1.2638995919517726e-05,0.03,0,0.05,linear,"{'C': 0.03, 'degree': 0, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
206,0.0011075496673583984,0.00011375455869079643,0.00039227008819580077,4.7110093487322445e-05,0.1,1,0.2,linear,"{'C': 0.1, 'degree': 1, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
36,0.001009082794189453,3.728948894675067e-05,0.00035436153411865233,1.5555802856961396e-05,0.01,4,0.15,linear,"{'C': 0.01, 'degree': 4, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
205,0.001220703125,5.64954443443613e-05,0.0004284143447875977,3.476457653524462e-05,0.1,1,0.15,poly,"{'C': 0.1, 'degree': 1, 'gamma': 0.15, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
38,0.0012787103652954102,0.0002765231685801377,0.00044798851013183594,0.00010083375381005839,0.01,4,0.2,linear,"{'C': 0.01, 'degree': 4, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
204,0.0011224031448364257,0.00011725827359925654,0.00038504600524902344,3.160966433494255e-05,0.1,1,0.15,linear,"{'C': 0.1, 'degree': 1, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
40,0.0009968996047973633,2.130561836908418e-05,0.0003550529479980469,1.3526047249978177e-05,0.01,5,0.05,linear,"{'C': 0.01, 'degree': 5, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
196,0.0010715723037719727,6.915645188624994e-05,0.0003843069076538086,1.8639530358486937e-05,0.1,0,0.15,linear,"{'C': 0.1, 'degree': 0, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
203,0.0010637283325195313,1.4981416113531084e-05,0.00037069320678710936,1.4974053435913366e-05,0.1,1,0.1,poly,"{'C': 0.1, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
42,0.0010076284408569336,5.233024946836351e-05,0.000356292724609375,1.462118337852587e-05,0.01,5,0.1,linear,"{'C': 0.01, 'degree': 5, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
202,0.0011532068252563476,0.00018836481457783818,0.0003892183303833008,5.086930114490965e-05,0.1,1,0.1,linear,"{'C': 0.1, 'degree': 1, 'gamma': 0.1, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
44,0.001020526885986328,8.833234285912378e-05,0.0003537654876708984,1.4232930211287946e-05,0.01,5,0.15,linear,"{'C': 0.01, 'degree': 5, 'gamma': 0.15, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
200,0.0011744499206542969,7.414074152117925e-05,0.00041658878326416015,4.0016276877174546e-05,0.1,1,0.05,linear,"{'C': 0.1, 'degree': 1, 'gamma': 0.05, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
46,0.0009944915771484375,1.326978783591722e-05,0.0003531932830810547,1.6420516032120035e-05,0.01,5,0.2,linear,"{'C': 0.01, 'degree': 5, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
198,0.0010555744171142577,5.887647247747033e-05,0.00036802291870117185,1.6831811350505968e-05,0.1,0,0.2,linear,"{'C': 0.1, 'degree': 0, 'gamma': 0.2, 'kernel': 'linear'}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9800000000000001,0.039999999999999994,1
175,0.0010350465774536133,3.2752508786470285e-05,0.00035691261291503906,1.62352373945553e-05,0.07,3,0.2,poly,"{'C': 0.07, 'degree': 3, 'gamma': 0.2, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,1.0,0.97,0.045825756949558386,130
223,0.0011061668395996095,0.00019123189063272164,0.00039179325103759765,7.078021225111325e-05,0.1,3,0.2,poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.2, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,1.0,0.97,0.045825756949558386,130
239,0.001045560836791992,3.184708242685046e-05,0.0003540515899658203,1.3208044990982571e-05,0.1,5,0.2,poly,"{'C': 0.1, 'degree': 5, 'gamma': 0.2, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,1.0,0.97,0.045825756949558386,130
231,0.0011089086532592774,3.55942969146032e-05,0.00037391185760498046,1.5885567101141205e-05,0.1,4,0.2,poly,"{'C': 0.1, 'degree': 4, 'gamma': 0.2, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,0.96,0.04898979485566354,133
191,0.001093745231628418,2.489374270590302e-05,0.0003667593002319336,1.2428470334138e-05,0.07,5,0.2,poly,"{'C': 0.07, 'degree': 5, 'gamma': 0.2, 'kernel': 'poly'}",0.9,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.8,0.9,0.9200000000000002,0.0748331477354788,134
127,0.0010570526123046876,2.9023719033212138e-05,0.0003663301467895508,2.3482777700681868e-05,0.05,3,0.2,poly,"{'C': 0.05, 'degree': 3, 'gamma': 0.2, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,0.7,1.0,0.9,0.9,0.7,0.9,0.9099999999999999,0.1135781669160055,135
215,0.0012082338333129882,7.108585377006922e-05,0.0004445314407348633,4.3607696660757515e-05,0.1,2,0.2,poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.2, 'kernel': 'poly'}",1.0,1.0,1.0,1.0,0.6,1.0,0.9,0.9,0.8,0.8,0.9000000000000001,0.12649110640673517,136
183,0.001176166534423828,9.457099469562613e-05,0.0004255056381225586,4.831210571856291e-05,0.07,4,0.2,poly,"{'C': 0.07, 'degree': 4, 'gamma': 0.2, 'kernel': 'poly'}",0.8,1.0,1.0,1.0,0.6,0.9,0.9,0.9,0.7,0.8,0.86,0.128062484748657,137
143,0.0010631561279296875,3.052666648003938e-05,0.00036389827728271483,1.484796565674727e-05,0.05,5,0.2,poly,"{'C': 0.05, 'degree': 5, 'gamma': 0.2, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.9,0.8,0.7,0.8,0.8200000000000001,0.09797958971132714,138
181,0.0010753870010375977,4.234695873779365e-05,0.0003705739974975586,1.781739863414492e-05,0.07,4,0.15,poly,"{'C': 0.07, 'degree': 4, 'gamma': 0.15, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
95,0.0010915756225585937,5.44666396002841e-05,0.00037698745727539064,1.3607749540030996e-05,0.03,5,0.2,poly,"{'C': 0.03, 'degree': 5, 'gamma': 0.2, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
201,0.0012653112411499024,0.0002523133358400722,0.0004671573638916016,8.779018863164272e-05,0.1,1,0.05,poly,"{'C': 0.1, 'degree': 1, 'gamma': 0.05, 'kernel': 'poly'}",1.0,0.7,0.7,0.9,0.7,1.0,0.9,0.7,0.7,0.8,0.8099999999999999,0.12206555615733705,139
79,0.0011964797973632812,2.079584103684633e-05,0.0004122495651245117,2.2156373376291425e-05,0.03,3,0.2,poly,"{'C': 0.03, 'degree': 3, 'gamma': 0.2, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
107,0.0010388612747192383,1.2614145492634941e-05,0.00036611557006835935,1.4299630067342758e-05,0.05,1,0.1,poly,"{'C': 0.05, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",1.0,0.7,0.7,0.9,0.7,1.0,0.9,0.7,0.7,0.8,0.8099999999999999,0.12206555615733705,139
221,0.0010856866836547851,2.2596509967100732e-05,0.00039916038513183595,3.5487354120033726e-05,0.1,3,0.15,poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.15, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
173,0.001036667823791504,1.3912474874325875e-05,0.00036175251007080077,1.6928743277716696e-05,0.07,3,0.15,poly,"{'C': 0.07, 'degree': 3, 'gamma': 0.15, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
189,0.001230621337890625,7.197028826691345e-05,0.00044798851013183594,4.004963779315569e-05,0.07,5,0.15,poly,"{'C': 0.07, 'degree': 5, 'gamma': 0.15, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
141,0.0010412216186523437,1.150690167497801e-05,0.00036308765411376955,1.6656042066348924e-05,0.05,5,0.15,poly,"{'C': 0.05, 'degree': 5, 'gamma': 0.15, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
229,0.0010621070861816407,1.5553518838226683e-05,0.0003676891326904297,1.1832769565963324e-05,0.1,4,0.15,poly,"{'C': 0.1, 'degree': 4, 'gamma': 0.15, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
237,0.0010432004928588867,1.636991409154502e-05,0.0003588676452636719,1.2552596677397284e-05,0.1,5,0.15,poly,"{'C': 0.1, 'degree': 5, 'gamma': 0.15, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
135,0.0010578155517578125,1.7251293576160948e-05,0.00036203861236572266,1.2860135497131353e-05,0.05,4,0.2,poly,"{'C': 0.05, 'degree': 4, 'gamma': 0.2, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
87,0.0010638236999511719,1.8982371615756077e-05,0.0003674030303955078,1.1583315841288765e-05,0.03,4,0.2,poly,"{'C': 0.03, 'degree': 4, 'gamma': 0.2, 'kernel': 'poly'}",0.8,0.9,0.9,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8099999999999999,0.09433981132056607,139
47,0.0010398387908935546,1.791194848337073e-05,0.0003614187240600586,1.6013655019157076e-05,0.01,5,0.2,poly,"{'C': 0.01, 'degree': 5, 'gamma': 0.2, 'kernel': 'poly'}",0.8,0.9,0.8,0.9,0.6,0.9,0.8,0.8,0.7,0.8,0.8,0.0894427190999916,152
167,0.0010735034942626954,2.3381120623377255e-05,0.00036585330963134766,7.670448532640013e-06,0.07,2,0.2,poly,"{'C': 0.07, 'degree': 2, 'gamma': 0.2, 'kernel': 'poly'}",0.8,0.9,0.8,0.8,0.7,0.9,0.8,0.8,0.7,0.7,0.79,0.07000000000000003,153
133,0.0010885953903198241,3.0304952209011252e-05,0.0003717899322509766,1.5969489287822687e-05,0.05,4,0.15,poly,"{'C': 0.05, 'degree': 4, 'gamma': 0.15, 'kernel': 'poly'}",0.8,0.7,0.7,0.9,0.6,0.7,0.8,0.8,0.7,0.8,0.75,0.08062257748298553,154
61,0.0010429620742797852,4.5702453634474965e-05,0.00036127567291259765,1.887005863430377e-05,0.03,1,0.15,poly,"{'C': 0.03, 'degree': 1, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.9,0.7,0.8,0.7,0.7,0.7,0.7,0.7300000000000001,0.0640312423743285,155
213,0.0010936498641967774,2.3560159190537906e-05,0.00037136077880859373,1.74209439191626e-05,0.1,2,0.15,poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.8,0.7,0.7,0.6,0.71,0.053851648071345064,156
93,0.001796579360961914,0.0017347914753974088,0.0004935264587402344,0.00014983514193540475,0.03,5,0.15,poly,"{'C': 0.03, 'degree': 5, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.9,0.6,0.7,0.7,0.7,0.7,0.7,0.71,0.07000000000000002,156
163,0.0010817527770996093,4.362614405656993e-05,0.0003767967224121094,2.915015960366991e-05,0.07,2,0.1,poly,"{'C': 0.07, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
71,0.001079559326171875,1.633088952296044e-05,0.0003699064254760742,1.227253701499979e-05,0.03,2,0.2,poly,"{'C': 0.03, 'degree': 2, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
69,0.0011441707611083984,0.00010202705176073698,0.00037784576416015624,2.304159843463974e-05,0.03,2,0.15,poly,"{'C': 0.03, 'degree': 2, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
165,0.0011075258255004883,8.91259577466002e-05,0.00037784576416015624,1.8915715969121752e-05,0.07,2,0.15,poly,"{'C': 0.07, 'degree': 2, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
75,0.0010909795761108398,9.69454300602524e-05,0.0003772258758544922,3.687847606996751e-05,0.03,3,0.1,poly,"{'C': 0.03, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
119,0.001068282127380371,3.5406892907426836e-05,0.0003652334213256836,1.786308941199582e-05,0.05,2,0.2,poly,"{'C': 0.05, 'degree': 2, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
35,0.0010907649993896484,1.7092799778292057e-05,0.00036454200744628906,1.465799285748503e-05,0.01,4,0.1,poly,"{'C': 0.01, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
117,0.0010607004165649413,1.7941516887729453e-05,0.00036492347717285154,2.6009969991654643e-05,0.05,2,0.15,poly,"{'C': 0.05, 'degree': 2, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
115,0.001085519790649414,3.7549525946288944e-05,0.00035898685455322267,1.5809525013901e-05,0.05,2,0.1,poly,"{'C': 0.05, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
217,0.0010823965072631835,1.8794719721042146e-05,0.000389862060546875,2.141120966633278e-05,0.1,3,0.05,poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
23,0.0010695695877075196,2.5360486869664462e-05,0.00035808086395263674,1.5487099064995705e-05,0.01,2,0.2,poly,"{'C': 0.01, 'degree': 2, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
29,0.0011654376983642578,0.00015446550030056574,0.0004014730453491211,6.11815197093307e-05,0.01,3,0.15,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
211,0.0011107683181762694,4.022121429443359e-05,0.0003860235214233398,1.9017808831499872e-05,0.1,2,0.1,poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.0447213595499958,158
27,0.0011554002761840821,0.00012824568169561264,0.0003921747207641602,5.986969666712592e-05,0.01,3,0.1,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.69,0.029999999999999992,171
219,0.0011007547378540038,6.266486188461268e-05,0.0003868818283081055,1.6976691984667017e-05,0.1,3,0.1,poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
