,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Cs,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.09834356307983398,0.019977424375829646,0.0005686759948730468,8.033501905536019e-05,2,newton-cg,"{'Cs': 2, 'solver': 'newton-cg'}",0.95,1.0,1.0,0.9,1.0,0.97,0.039999999999999994,14
1,0.09829044342041016,0.032579187289457766,0.0005728721618652344,6.451086895982752e-05,2,lbfgs,"{'Cs': 2, 'solver': 'lbfgs'}",0.95,1.0,1.0,0.9,1.0,0.97,0.039999999999999994,14
2,0.012774372100830078,0.0023770763953832935,0.00042543411254882815,2.31713422624722e-05,2,liblinear,"{'Cs': 2, 'solver': 'liblinear'}",1.0,1.0,0.85,0.9,1.0,0.95,0.06324555320336758,18
3,0.1041142463684082,0.013773469967322833,0.0005115032196044922,1.895366223855667e-05,3,newton-cg,"{'Cs': 3, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
4,0.09502620697021484,0.02492935848861895,0.0005398750305175781,7.86501805913942e-05,3,lbfgs,"{'Cs': 3, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
5,0.014455032348632813,0.0006840816687294341,0.00043158531188964845,1.664182176436445e-05,3,liblinear,"{'Cs': 3, 'solver': 'liblinear'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
6,0.11648588180541992,0.01135203366294636,0.0005753040313720703,7.650881550567061e-05,4,newton-cg,"{'Cs': 4, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
7,0.10332903861999512,0.02495290007692123,0.0005057334899902343,2.1541959733485486e-05,4,lbfgs,"{'Cs': 4, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
8,0.016871881484985352,0.0005243717415084006,0.00046710968017578126,2.207524305997451e-05,4,liblinear,"{'Cs': 4, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,14
9,0.12431817054748535,0.011606381934881506,0.0005233287811279297,1.5230450541175246e-05,5,newton-cg,"{'Cs': 5, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
10,0.13091111183166504,0.03141175154030043,0.0005529403686523437,6.098920612391576e-05,5,lbfgs,"{'Cs': 5, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
11,0.021080207824707032,0.000704671081725855,0.0005013465881347657,2.1659852249935558e-05,5,liblinear,"{'Cs': 5, 'solver': 'liblinear'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
12,0.1893700122833252,0.018599644556407627,0.0005207538604736328,1.3386645904177376e-05,10,newton-cg,"{'Cs': 10, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
13,0.18742151260375978,0.044070388159016455,0.0005215167999267578,1.5382414930262213e-05,10,lbfgs,"{'Cs': 10, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
14,0.03912520408630371,0.004890498739457455,0.0005102157592773438,6.210261685497356e-05,10,liblinear,"{'Cs': 10, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,14
15,0.21152644157409667,0.01922676788213587,0.0005120277404785156,1.3675004683912933e-05,12,newton-cg,"{'Cs': 12, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
16,0.20888376235961914,0.04749234820115784,0.0005106449127197266,2.7012477798452585e-05,12,lbfgs,"{'Cs': 12, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
17,0.03975968360900879,0.00245172098814593,0.0004159450531005859,1.4825418614796504e-05,12,liblinear,"{'Cs': 12, 'solver': 'liblinear'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
