,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Cs,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.18692545890808104,0.017520047391111966,0.0005520820617675781,4.060978835712258e-05,10,newton-cg,"{'Cs': 10, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
1,0.18329687118530275,0.044154596814667026,0.0005153656005859375,2.3083351434620506e-05,10,lbfgs,"{'Cs': 10, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
2,0.03600091934204101,0.002169305305385578,0.00046563148498535156,1.059072396468468e-05,10,liblinear,"{'Cs': 10, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
3,0.2972856044769287,0.020193166840210088,0.0005198001861572265,9.246707355252084e-06,20,newton-cg,"{'Cs': 20, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
4,0.30927557945251466,0.0666535895468482,0.0005363941192626954,4.787369077770909e-05,20,lbfgs,"{'Cs': 20, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
5,0.059435462951660155,0.0015937422691410374,0.00045652389526367186,2.862349838282553e-05,20,liblinear,"{'Cs': 20, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
6,0.4115713119506836,0.02805302209898476,0.0005500316619873047,3.6480379964704824e-05,30,newton-cg,"{'Cs': 30, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
7,0.4184566020965576,0.07846874540901431,0.0006341934204101562,0.00016691555143381068,30,lbfgs,"{'Cs': 30, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
8,0.0907773494720459,0.006178398599304473,0.0005114078521728516,6.779863151172752e-05,30,liblinear,"{'Cs': 30, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
9,0.5354124546051026,0.043605586683703866,0.0005485057830810547,1.679496016094876e-05,40,newton-cg,"{'Cs': 40, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
10,0.5150738716125488,0.09061505274583044,0.0005036354064941406,1.71360440851416e-05,40,lbfgs,"{'Cs': 40, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
11,0.11177806854248047,0.003153277836230115,0.0004565715789794922,1.1780869725557143e-05,40,liblinear,"{'Cs': 40, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
12,0.6166468620300293,0.034934125765872986,0.0005236625671386719,2.648211225695728e-05,50,newton-cg,"{'Cs': 50, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
13,0.6096200466156005,0.09427941669263275,0.0005386829376220703,5.03429397073807e-05,50,lbfgs,"{'Cs': 50, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
14,0.1523228645324707,0.005450277312980527,0.000467681884765625,2.0588434816221454e-05,50,liblinear,"{'Cs': 50, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
15,0.7124136447906494,0.03562430806208798,0.0004999160766601563,1.7599361228061334e-05,60,newton-cg,"{'Cs': 60, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
16,0.6800938129425049,0.10383785119924556,0.000511789321899414,2.353740857949238e-05,60,lbfgs,"{'Cs': 60, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
17,0.17697339057922362,0.004265529117235217,0.0004740715026855469,1.1351929540576183e-05,60,liblinear,"{'Cs': 60, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
18,0.8090520858764648,0.05578413302484701,0.0004951953887939453,1.5115061001708183e-05,70,newton-cg,"{'Cs': 70, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
