,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Cs,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
19,0.7856492519378662,0.12003387294387187,0.0005450725555419921,7.86550661437769e-05,70,lbfgs,"{'Cs': 70, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
20,0.19674530029296874,0.0041205938291520895,0.0004764556884765625,4.531674309004024e-05,70,liblinear,"{'Cs': 70, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
21,0.8977963924407959,0.04652868278228961,0.0005070209503173828,1.6447495374534684e-05,80,newton-cg,"{'Cs': 80, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.85,1.0,0.97,0.06000000000000001,17
22,0.8673759460449219,0.12451587330764359,0.0005054950714111328,3.05977156595803e-05,80,lbfgs,"{'Cs': 80, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.85,1.0,0.97,0.06000000000000001,17
23,0.21785130500793456,0.01600291150595701,0.00045843124389648436,2.8718663406959828e-05,80,liblinear,"{'Cs': 80, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
24,0.989560604095459,0.05328369732404187,0.0005946636199951171,0.0001423703045035606,90,newton-cg,"{'Cs': 90, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.85,1.0,0.97,0.06000000000000001,17
25,0.9463713645935059,0.1280215183621508,0.0004908561706542969,1.6922278268608637e-05,90,lbfgs,"{'Cs': 90, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.85,1.0,0.97,0.06000000000000001,17
26,0.2454822063446045,0.009635604625970533,0.0004992485046386719,6.452612858355424e-05,90,liblinear,"{'Cs': 90, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
27,1.0526704788208008,0.058164964796859266,0.00052490234375,3.7101669417343656e-05,95,newton-cg,"{'Cs': 95, 'solver': 'newton-cg'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
28,1.00496563911438,0.13326362452860416,0.0005318164825439453,3.7471209788550634e-05,95,lbfgs,"{'Cs': 95, 'solver': 'lbfgs'}",1.0,1.0,1.0,0.9,1.0,0.9800000000000001,0.039999999999999994,1
29,0.2656558990478516,0.013256463295178768,0.0004474639892578125,7.627009972813494e-06,95,liblinear,"{'Cs': 95, 'solver': 'liblinear'}",1.0,1.0,0.95,0.9,1.0,0.97,0.039999999999999994,17
