listing_id,sentiment_rating
49091,0.9615
50646,0.9334400000000002
56334,0.9362428571428572
71609,0.6814461538461539
71896,0.7473000000000002
71903,0.5642461538461538
71907,0.8582947368421053
241503,0.945293693693694
241508,0.9314343511450378
275343,0.8511352941176471
275344,0.9122999999999999
294281,0.8335838383838386
301247,0.7776
324945,0.9505299999999999
330089,0.9718
344803,0.7839090909090909
369141,0.8591999999999997
369145,0.8099894308943089
395191,0.8426666666666666
423875,0.7761555555555555
468782,0.8895955223880598
553229,0.7148842105263158
604966,0.8541624999999999
696136,0.9315434782608697
746929,0.9175820224719106
756267,0.8604276595744682
756300,0.8408374999999998
765579,0.95355
804470,0.9974
819034,0.868039393939394
819044,0.8772698113207549
881253,0.6852
915275,0.5352
918880,0.9551846153846154
922509,0.8018599999999999
982909,0.895446405228758
1024986,0.8321077519379848
1142414,0.71385
1178486,0.9358299999999999
1183421,0.8962346153846152
1210268,0.8776833333333334
1229614,0.7881481481481482
1233249,0.8179761904761905
1242205,0.9079714285714287
1244654,0.9371
1261443,0.9747
1277842,0.861993103448276
1277919,0.6545444444444445
1302185,0.8162080645161292
1315867,0.8865132075471696
1363204,0.24676666666666666
1413962,0.9085685185185187
1434208,0.9334399999999998
1466685,0.9419076923076921
1508829,0.6319800000000001
1521198,0.8607947368421053
1615074,0.8519
1622505,0.9063199999999998
1647014,0.8237442307692304
1654840,0.8519
1678744,0.7937357894736843
1678754,0.7844500000000001
1678755,0.7741844827586206
1715479,0.7658999999999999
1719704,0.49565
1726303,0.8909499999999999
1743439,0.8268999999999999
1766900,0.24529999999999993
1804722,0.9826
1816463,0.73316
1833950,0.8847681818181816
1857229,0.5876600000000001
1900478,0.6486
1902729,0.9124666666666666
1902793,0.56855
2001199,0.8933
2009008,0.8165
2030544,0.9539333333333334
2030663,0.9524
2036711,0.6498032258064513
2085130,0.6631
2090082,0.7834987012987016
2090132,0.7426240000000004
2095865,0.9427391304347826
2121839,0.9057219047619048
2128831,0.5723
2128875,0.9192
2129215,0.8980808943089432
2142826,0.7200187499999998
2146015,0.7525000000000001
2156329,0.8329714285714286
2156372,0.841057142857143
2320536,0.99205
2357514,0.7984155660377357
2362558,0.8320058823529412
2375063,0.722693269230769
2377875,0.9150233333333333
2387096,0.8248
2387588,0.7577459459459461
2387715,0.7808166666666666
2387766,0.7271444444444445
2427007,0.8923
2451003,0.5533677419354839
2484135,0.7116615384615385
2488036,0.8059202247191013
2488042,0.49314374999999994
2547370,0.3182
2547778,0.4055
2696834,0.8145523809523809
2731054,0.902023076923077
2764928,0.9243399999999999
2838555,0.8187731707317074
2840554,0.8152657894736841
2858696,0.7129653333333336
2868366,0.697720114942529
3000736,0.8779642857142856
3000786,0.9843
3034137,0.7719400000000001
3075620,0.9829
3078453,0.9501333333333334
3085308,0.9014500000000001
3116909,0.7513333333333334
3141018,0.9018999999999999
3141692,0.6916666666666668
3142075,0.73384
3142155,0.8519
3158949,0.7028639175257732
3179080,0.9351454545454545
3207194,0.748344
3209752,0.8995692307692308
3209768,0.8563692307692311
3212083,0.8894153846153846
3253216,0.77105
3304326,0.9722999999999999
3380992,0.8046363636363636
3419511,0.6900439393939394
3460343,0.7586175324675325
3468326,0.8415541176470588
3479446,0.7667033333333333
3479493,0.7160520000000001
3576098,0.8235666666666666
3580558,0.9037857142857143
3639516,0.7450429752066114
3651408,0.7766103448275861
3667894,0.6486
3717196,0.6902777777777778
3717217,0.7298727272727272
3753251,0.7871311827956987
3788645,0.86255
3802621,0.6416999999999999
3803160,0.783175
3804385,0.85845
3822245,0.7406083333333334
3877859,0.8910708333333331
3902423,0.9493
3953547,0.9661
3980202,0.7833722222222222
3981252,0.94505
3990431,0.6613888888888888
3990847,0.7380869565217391
3991040,0.6768807692307692
3995441,0.8252476190476189
4007891,0.6796722222222223
4008423,0.783017647058823
4021128,0.92134
4026199,0.7865083333333334
4027867,0.6644783783783782
4054698,0.7555640000000001
4069756,0.7111000000000001
4087935,0.9151500000000001
4091059,0.7885187050359711
4108082,0.8732424242424237
4138944,0.8256795454545457
4139205,0.7179474358974357
4179725,0.8561
4183194,0.9185962962962962
4191686,0.8074
4191852,0.75948
4252548,0.8403588235294116
4271250,0.9039233009708739
4309836,0.7779090909090907
4360679,0.7718687500000002
4360811,0.7084439024390243
4360902,0.6830966887417219
4380000,0.5117
4383465,0.9391
4412603,0.7234892857142856
4430984,0.9737
4441346,0.9364
4450681,0.8384
4486217,0.9527777777777777
4499317,0.8470357142857142
4505008,0.6938839999999997
4521061,0.9294124999999999
4526703,0.9587
4541072,0.8176
4541183,0.8524746666666657
4545820,0.684275471698113
4561032,0.06875
4561463,0.9947
4576362,0.7812843137254901
4583694,0.8576428571428572
4584539,0.7483824561403507
4586160,0.7484833333333333
4600559,0.82345
4608708,0.8669
4613432,0.832465
4616523,0.8207343283582088
4619928,0.651
4645834,0.7292233333333333
4656221,0.6151395348837209
4656316,0.7220566666666668
4664392,0.8091578947368423
4683314,0.9084625
4702699,0.9349
4712676,0.9952
4721463,0.9709
4730292,0.7442265306122448
4761064,0.9764999999999999
4771752,0.9776
4863317,0.8779
4869221,0.8909999999999999
4926170,0.1667
4926634,0.7029940594059407
4934283,0.4089
4973227,0.8180121621621625
4979889,0.7465133333333334
4990392,0.6781769230769228
4990462,0.7430346153846153
4996744,0.9659
5006143,0.7184
5040689,0.9741
5052014,0.8032333333333334
5079606,0.9440666666666666
5082033,0.9501
5111893,0.87235
5116961,0.7140000000000001
5117966,0.8470571428571427
5118006,0.6113909090909089
5128182,0.9726
5129422,0.7291393939393939
5177256,0.8027422222222225
5184871,0.8070564516129032
5185612,0.7653955882352942
5186159,0.8039127659574469
5186205,0.7457446428571429
5186243,0.7645761904761902
5214226,0.8149299999999998
5233415,0.8300250000000001
5246432,0.8952874999999999
5253599,0.91426
5253639,0.6097904761904763
5272363,0.79448
5302410,0.9669
5331445,0.5382181818181818
5339318,0.8976
5348703,0.8392719696969697
5355795,0.834246896551724
5376182,0.8262290780141841
5376240,0.8650163398692811
5377148,0.8238065693430662
5377342,0.8408809523809528
5386637,0.7284555555555555
5428995,0.9802
5446857,0.8486666666666668
5447608,0.8421166666666668
5448209,0.85922
5464246,0.8484222222222222
5481530,0.7539800000000001
5492177,0.82838125
5493930,0.810109090909091
5494971,0.8874198198198198
5504230,0.8240400000000001
5540894,0.8736058823529413
5551665,0.8125222222222221
5573458,0.7322
5584157,0.8202215384615384
5609608,0.8083186046511628
5610714,-0.3091
5623917,0.6897117647058824
5676325,0.8707000000000001
5714743,0.8400428571428572
5774164,0.5843499999999999
5786355,0.7988250000000001
5787221,0.860111111111111
5798211,0.8302920454545455
5827713,0.8730329032258068
5827998,0.8502633986928103
5854894,0.7350625000000001
5889741,0.8841706349206347
5897641,0.9290814814814818
5902912,0.8251622641509436
5908083,0.7615186046511628
5919270,0.8376902985074628
5939811,0.977
5975052,0.7543636363636363
5992537,0.8132315789473684
6020248,0.8653749999999999
6023517,0.6724671052631578
6026527,0.6744666666666667
6026528,0.90886
6034462,0.8347617021276594
6055601,0.9544
6068744,0.8594944444444443
6128096,0.835748888888889
6141976,0.8464250000000001
6142390,0.84545
6147142,0.85185
6170451,0.8325666666666667
6178568,0.7890999999999999
6179573,0.6569391304347826
6183734,0.8459216666666663
6190850,0.9467
6221711,0.857760330578513
6242964,0.6417916666666666
6261313,0.823175
6269622,0.8679
6271100,0.712436
6287204,0.7099125
6299510,0.82363
6300577,0.7674
6305559,0.9348
6308806,0.6849000000000001
6317686,0.9348
6337983,0.8784764705882351
6342987,0.9169
6349839,0.9220666666666667
6352827,0.7209366197183096
6352835,0.8982666666666667
6419148,0.9361153846153848
6426115,0.7753081081081079
6481052,0.8190380952380953
6485145,0.6899741573033706
6518372,0.8829390243902442
6522074,0.8130529411764705
6528111,0.9782000000000001
6529707,0.8532555555555554
6553302,0.7861666666666666
6591835,0.9019
6603464,0.7606333333333334
6605136,0.8273699999999999
6620261,0.9848333333333333
6628037,0.7481555555555556
6630341,0.897890322580645
6638508,0.9356666666666666
6663906,0.9267916666666668
6668889,0.9043
6669434,-0.2382
6686851,0.8555520000000001
6693516,0.9405666666666668
6697057,0.8053684210526315
6716844,0.43745
6718219,0.9097608695652172
6718514,0.8513000000000002
6791925,0.8798
6803701,0.8484
6823606,0.7875
6824319,0.2822
6845452,0.88595
6888824,0.7656910714285713
6890874,0.9721500000000001
6891630,0.749
6941608,0.8379117647058822
6946972,0.8407
6947366,0.8513857142857143
6959415,0.8629875
6962492,0.6900357142857143
6983613,0.8800194444444442
6993627,0.830758620689655
7010578,0.8967837209302324
7054222,0.8245417218543046
7085521,0.7685166666666666
7107229,0.795525
7123932,0.922
7143817,0.8385731182795699
7156419,0.8156545454545455
7162659,0.5092
7164777,0.97505
7165778,0.8210307692307693
7169214,0.8018764705882354
7181966,0.7343599999999999
7182042,0.8572500000000001
7182463,0.7911666666666667
7227025,0.84842
7229906,0.59715
7235859,0.9621500000000001
7246427,0.9527
7250803,0.7968649999999998
7255642,0.9117
7256010,0.8302
7256865,0.7257
7265781,0.87675
7268453,0.765
7285134,0.8226733333333331
7287975,0.9619
7296138,0.8082764705882353
7311328,0.8665150537634408
7312255,0.72172
7321238,0.8088444444444445
7330207,0.7226857142857143
7336489,0.8682
7350502,0.8448680000000002
7379192,0.6908
7399093,0.6527038461538461
7441844,0.9244749999999999
7470884,0.9328
7486446,0.8437985714285712
7508511,0.9558
7538532,0.7722909090909091
7570596,0.694067213114754
7576008,0.9252499999999999
7605283,0.88770243902439
7622220,0.9281866666666667
7628360,0.7879681818181818
7641522,0.675
7653937,0.9723
7660589,0.8298333333333333
7662314,0.8829571428571428
7666349,0.9191666666666666
7667016,0.9623
7681974,0.9356444444444446
7684283,0.8479875
7733844,0.7748785714285715
7735143,0.95715
7765392,0.9724444444444446
7766300,-0.7999
7769781,0.8503470588235293
7791384,0.9179833333333333
7808030,0.6791533333333335
7811392,0.9528
7814843,0.8436315315315316
7827659,0.8480986486486488
7829853,0.6975111111111111
7830009,0.6827153846153847
